,DrugName,ActiveIngredient
6679,ADEMPAS,RIOCIGUAT
6680,MITIGARE,COLCHICINE
6681,IZBA,TRAVOPROST
6682,OTREXUP,METHOTREXATE
6683,OTREXUP PFS,METHOTREXATE
6684,CEFIXIME,CEFIXIME
6685,SUMATRIPTAN,SUMATRIPTAN
6686,BRINZOLAMIDE,BRINZOLAMIDE
6687,ZONTIVITY,VORAPAXAR SULFATE
6688,ZILEUTON,ZILEUTON
6689,BUPRENORPHINE,BUPRENORPHINE
6690,KENGREAL,CANGRELOR
6691,TAPENTADOL,TAPENTADOL
6692,OMTRYG,OMEGA-3-ACID ETHYL ESTERS TYPE A
6693,RUFINAMIDE,RUFINAMIDE
6694,PRESTALIA,AMLODIPINE BESYLATE; PERINDOPRIL ARGININE
6695,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6696,LUTRATE DEPOT KIT,LEUPROLIDE ACETATE
6697,EPANOVA,OMEGA-3-CARBOXYLIC ACIDS
6698,MILNACIPRAN HYDROCHLORIDE,MILNACIPRAN HYDROCHLORIDE
6699,ISOTRETINOIN,ISOTRETINOIN
6700,OXICONAZOLE NITRATE,OXICONAZOLE NITRATE
6701,VARITHENA,POLIDOCANOL
6702,YOSPRALA,ASPIRIN; OMEPRAZOLE
6703,SOTYLIZE,SOTALOL HYDROCHLORIDE
6704,VELPHORO,FERRIC OXYHYDROXIDE
6705,QUDEXY XR,TOPIRAMATE
6706,OLYSIO,SIMEPREVIR SODIUM
6707,BOSENTAN,BOSENTAN
6708,ECOZA,ECONAZOLE NITRATE
6709,BUTENAFINE HYDROCHLORIDE,BUTENAFINE HYDROCHLORIDE
6710,PLERIXAFOR,PLERIXAFOR
6711,DESVENLAFAXINE,DESVENLAFAXINE FUMARATE
6712,NUVESSA,METRONIDAZOLE
6713,ODOMZO,SONIDEGIB PHOSPHATE
6714,RILPIVIRINE,RILPIVIRINE
6715,TIMOLOL,TIMOLOL
6716,ALEVE PM,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM
6717,FARYDAK,PANOBINOSTAT LACTATE
6718,FEBUXOSTAT,FEBUXOSTAT
6719,INCRUSE ELLIPTA,UMECLIDINIUM BROMIDE
6720,ORALTAG,IOHEXOL
6721,OMIDRIA,KETOROLAC TROMETHAMINE; PHENYLEPHRINE HYDROCHLORIDE
6722,PREZCOBIX,COBICISTAT; DARUNAVIR
6723,HEMANGEOL,PROPRANOLOL HYDROCHLORIDE
6724,ABACAVIR SULFATE; LAMIVUDINE,ABACAVIR SULFATE;LAMIVUDINE
6725,REXULTI,BREXPIPRAZOLE
6726,LOPINAVIR AND RITONAVIR,LOPINAVIR;RITONAVIR
6727,EVEROLIMUS,EVEROLIMUS
6728,KITABIS PAK,TOBRAMYCIN
6729,FLONASE ALLERGY RELIEF,FLUTICASONE PROPIONATE
6730,SIVEXTRO,TEDIZOLID PHOSPHATE
6731,OTEZLA,APREMILAST
6732,HYDROCHLOROTHIAZIDE; VALSARTAN,HYDROCHLOROTHIAZIDE; VALSARTAN
6733,TRI-MILI,ETHINYL ESTRADIOL; NORGESTIMATE
6734,MILI,ETHINYL ESTRADIOL; NORGESTIMATE
6735,OBREDON,GUAIFENESIN; HYDROCODONE BITARTRATE
6736,HYDROCODONE BITARTRATE AND ASPIRIN,ASPIRIN; HYDROCODONE BITARTRATE
6737,NATESTO,TESTOSTERONE
6738,COTEMPLA XR-ODT,METHYLPHENIDATE
6739,CERDELGA,ELIGLUSTAT TARTRATE
6740,ATAZANAVIR SULFATE; RITONAVIR,ATAZANAVIR SULFATE; RITONAVIR
6741,SYNDROS,DRONABINOL
6742,CIPROFLOXACIN AND DEXAMETHASONE,CIPROFLOXACIN; DEXAMETHASONE
6743,TRIUMEQ,ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE
6744,IMBRUVICA,IBRUTINIB
6745,STERITALC,TALC
6746,RYANODEX,DANTROLENE SODIUM
6747,BELRAPZO,BENDAMUSTINE HYDROCHLORIDE
6748,MACRILEN,MACIMORELIN ACETATE
6749,ETHACRYNIC ACID,ETHACRYNIC ACID
6750,ARNUITY ELLIPTA,FLUTICASONE FUROATE
6751,"LAMIVUDINE, NEVIRAPINE AND ZIDOVUDINE",LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE
6752,PROAIR RESPICLICK,ALBUTEROL SULFATE
6753,PROAIR DIGIHALER,ALBUTEROL SULFATE
6754,BUNAVAIL,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
6755,ASMANEX HFA,MOMETASONE FUROATE
6756,TOLVAPTAN,TOLVAPTAN
6757,XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE
6758,HETLIOZ,TASIMELTEON
6759,DRONEDARONE HYDROCHLORIDE,DRONEDARONE HYDROCHLORIDE
6760,BASAGLAR,INSULIN GLARGINE
6761,ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE
6762,ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE
6763,"NITROUS OXIDE, USP",NITROUS OXIDE
6764,"MEDICAL AIR, USP",MEDICAL AIR
6765,"OXYGEN, USP",OXYGEN
6766,AKYNZEO,NETUPITANT; PALONOSETRON HYDROCHLORIDE
6767,"NITROGEN, NF",NITROGEN
6768,VELTASSA,PATIROMER SORBITEX CALCIUM
6769,GLYCEROL PHENYLBUTYRATE,GLYCEROL PHENYLBUTYRATE
6770,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE
6771,ZOLEDRONIC,ZOLEDRONIC ACID
6772,CHOLBAM,CHOLIC ACID
6773,ZYKADIA,CERITINIB
6774,TRI-LO-MILI,ETHINYL ESTRADIOL; NORGESTIMATE
6775,"CARBON DIOXIDE, USP",CARBON DIOXIDE
6776,RASUVO,METHOTREXATE
6777,TARGINIQ,NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE
6778,EVZIO,NALOXONE HYDROCHLORIDE
6779,PRASUGREL,PRASUGREL HYDROCHLORIDE
6780,DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE
6781,"HELIUM, USP",HELIUM
6782,APTENSIO XR,METHYLPHENIDATE HYDROCHLORIDE
6783,OFEV,NINTEDANIB ESYLATE
6784,MOXIFLOXACIN HYDROCHLORIDE IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER,MOXIFLOXACIN HYDROCHLORIDE
6785,HARVONI,LEDIPASVIR; SOFOSBUVIR
6786,BRIVIACT,BRIVARACETAM
6787,ZYDELIG,IDELALISIB
6788,EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE
6789,FULVESTRANT,FULVESTRANT
6790,AURYXIA,FERRIC CITRATE
6791,INVOKAMET XR,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE
6792,SODIUM PHENYLACETATE AND SODIUM BENZOATE,SODIUM BENZOATE; SODIUM PHENYLACETATE
6793,PURIXAN,MERCAPTOPURINE
6794,ACTICLATE,DOXYCYCLINE HYCLATE
6795,PITAVASTATIN CALCIUM,PITAVASTATIN CALCIUM
6796,SAXAGLIPTIN,SAXAGLIPTIN
6797,SAXAGLIPTIN;METFORMIN HYDROCHLORIDE,SAXAGLIPTIN;METFORMIN HYDROCHLORIDE
6798,FAYOSIM,ETHINYL ESTRADIOL; LEVONORGESTREL
6799,"DROSPIRENONE, ETHINYL ESTRADIOL AND LEVOMEFOLATE CALCIUM ",DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM
6800,TYDEMY,DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM
6801,ASENAPINE MALEATE,ASENAPINE MALEATE
6802,NAFTIFINE HYDROCHLORIDE,NAFTIFINE HYDROCHLORIDE
6803,CARNEXIV,CARBAMAZEPINE
6804,ORKAMBI,IVACAFTOR; LUMACAFTOR
6805,LAMIVUDINE; ZIDOVUDINE; EFAVIRENZ,LAMIVUDINE;ZIDOVUDINE;EFAVIRENZ
6806,ATAZANAVIR SULFATE;RITONAVIR;LAMIVUDINE;ZIDOVUDINE,ATAZANAVIR SULFATE;RITONAVIR;LAMIVUDINE;ZIDOVUDINE
6807,EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE;NEVIRAPINE,EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE;NEVIRAPINE
6808,BEPOTASTINE BESILATE,BEPOTASTINE BESILATE
6809,GLYXAMBI,EMPAGLIFLOZIN; LINAGLIPTIN
6810,EZETIMIBE AND ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM; EZETIMIBE
6811,JATENZO,TESTOSTERONE UNDECANOATE
6812,ONZETRA XSAIL,SUMATRIPTAN SUCCINATE
6813,SYNJARDY,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE
6814,CORLANOR,IVABRADINE HYDROCHLORIDE
6815,LYNPARZA,OLAPARIB
6816,PRALATREXATE,PRALATREXATE
6817,XELPROS,LATANOPROST
6818,COTELLIC,COBIMETINIB FUMARATE
6819,ETHINYL ESTRADIOL; LEVONORGESTREL,ETHINYL ESTRADIOL; LEVONORGESTREL
6820,REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE
6821,LILETTA,LEVONORGESTREL
6822,ROMIDEPSIN,ROMIDEPSIN
6823,SOOLANTRA,IVERMECTIN
6824,BELEODAQ,BELINOSTAT
6825,MIBELAS 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6826,BYVALSON,NEBIVOLOL HYDROCHLORIDE; VALSARTAN
6827,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,DEXTROAMPHETAMINE SACCHARATE;AMPHETAMINE ASPARTATE MONOHYDRATE;DEXTROAMPHETAMINE SULFATE;AMPHETAMINE SULFATE
6828,XTORO,FINAFLOXACIN
6829,SAVAYSA,EDOXABAN TOSYLATE
6830,TRIFERIC,FERRIC PYROPHOSPHATE CITRATE
6831,SAXENDA,LIRAGLUTIDE RECOMBINANT
6832,TUXARIN ER,CHLORPHENIRAMINE MALEATE; CODEINE PHOSPHATE
6833,KYBELLA,DEOXYCHOLIC ACID
6834,ORBACTIV,ORITAVANCIN DIPHOSPHATE
6835,EVOTAZ,ATAZANAVIR SULFATE; COBICISTAT
6836,CLOCORTOLONE PIVALATE,CLOCORTOLONE PIVALATE
6837,ENVARSUS XR,TACROLIMUS
6838,RAPIVAB,PERAMIVIR
6839,VALRUBICIN,VALRUBICIN
6840,HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE
6841,NAMZARIC,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE
6842,LINEZOLID IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,LINEZOLID
6843,EXONDYS 51,ETEPLIRSEN
6844,TECHNETIUM TC99M MERTIATIDE KIT,TECHNETIUM TC-99M MERTIATIDE KIT
6845,AVYCAZ,AVIBACTAM SODIUM; CEFTAZIDIME
6846,METHYLPHENIDATE,METHYLPHENIDATE
6847,VARUBI,ROLAPITANT HYDROCHLORIDE
6848,DUTREBIS,LAMIVUDINE; RALTEGRAVIR POTASSIUM
6849,TOUJEO SOLOSTAR,INSULIN GLARGINE RECOMBINANT
6850,TOUJEO MAX SOLOSTAR,INSULIN GLARGINE RECOMBINANT
6851,MORPHABOND ER,MORPHINE SULFATE
6852,IBUPROFEN SODIUM,IBUPROFEN SODIUM
6853,HAILEY FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6854,FERUMOXYTOL,FERUMOXYTOL
6855,VIEKIRA PAK (COPACKAGED),"DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR"
6856,HYSINGLA ER,HYDROCODONE BITARTRATE
6857,DALFAMPRIDINE,DALFAMPRIDINE
6858,DRONEDARONE,DRONEDARONE
6859,TAPENTADOL HYDROCHLORIDE,TAPENTADOL HYDROCHLORIDE
6860,ALISKIREN HEMIFUMARATE,ALISKIREN HEMIFUMARATE
6861,FLOLIPID,SIMVASTATIN
6862,DIACOMIT,STIRIPENTOL
6863,STIOLTO RESPIMAT,OLODATEROL HYDROCHLORIDE; TIOTROPIUM BROMIDE
6864,ARGATROBAN IN 0.9% SODIUM CHLORIDE,ARGATROBAN
6865,ELTROMBOPAG,ELTROMBOPAG
6866,ZERBAXA,CEFTOLOZANE SULFATE; TAZOBACTAM SODIUM
6867,DAKLINZA,DACLATASVIR DIHYDROCHLORIDE
6868,ICLEVIA,ETHINYL ESTRADIOL; LEVONORGESTREL
6869,SIMPESSE,ETHINYL ESTRADIOL; LEVONORGESTREL
6870,LO SIMPESSE,ETHINYL ESTRADIOL; LEVONORGESTREL
6871,SIMLIYA,DESOGESTREL; ETHINYL ESTRADIOL
6872,AYUNA,ETHINYL ESTRADIOL; LEVONORGESTREL
6873,ATHENTIA NEXT,LEVONORGESTREL
6874,AFIRMELLE,ETHINYL ESTRADIOL; LEVONORGESTREL
6875,TIROFIBAN HYDROCHLORIDE,TIROFIBAN HYDROCHLORIDE
6876,JADENU,DEFERASIROX
6877,BROMSITE,BROMFENAC SODIUM
6878,VIBERZI,ELUXADOLINE
6879,LENVIMA,LENVATINIB MESYLATE
6880,HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE
6881,XEGLYZE,ABAMETAPIR
6882,LICART,DICLOFENAC EPOLAMINE
6883,TIROSINT-SOL,LEVOTHYROXINE SODIUM
6884,LUBIPROSTONE,LUBIPROSTONE
6885,SORAFENIB TOSYLATE,SORAFENIB TOSYLATE
6886,PHOXILLUM BK 4/2.5 IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE
6887,PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE
6888,PROMACTA KIT,ELTROMBOPAG OLAMINE
6889,NYLIA 7/7/7,ETHINYL ESTRADIOL; NORETHINDRONE
6890,CYONANZ,ETHINYL ESTRADIOL; NORETHINDRONE
6891,NYLIA 1/35,ETHINYL ESTRADIOL; NORETHINDRONE
6892,DOFETILIDE,DOFETILIDE
6893,LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE
6894,KALLIGA,DESOGESTREL; ETHINYL ESTRADIOL
6895,ILOPERIDONE,ILOPERIDONE
6896,IBRANCE,PALBOCICLIB
6897,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
6898,PYRIMETHAMINE,PYRIMETHAMINE
6899,CEFAZOLIN IN PLASTIC CONTAINER,CEFAZOLIN SODIUM
6900,PAROXETINE MESYLATE,PAROXETINE MESYLATE
6901,NOXIVENT,NITRIC OXIDE
6902,XADAGO,SAFINAMIDE MESYLATE
6903,EVOMELA,MELPHALAN HYDROCHLORIDE
6904,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE
6905,ABILIFY MYCITE KIT,ARIPIPRAZOLE
6906,LEUCOVORIN CALCIUM ,LEUCOVORIN CALCIUM
6907,VIVLODEX,MELOXICAM
6908,DARIFENACIN,DARIFENACIN HYDROBROMIDE
6909,INCASSIA,NORETHINDRONE
6910,NUPLAZID,PIMAVANSERIN TARTRATE
6911,MICAFUNGIN SODIUM,MICAFUNGIN SODIUM
6912,ARIKAYCE KIT,AMIKACIN SULFATE
6913,ABACAVIR; LAMIVUDINE,ABACAVIR;LAMIVUDINE
6914,DICLOFENAC,DICLOFENAC
6915,TAMSULOSIN HYDROCHLORIDE ,TAMSULOSIN HYDROCHLORIDE
6916,CRESEMBA,ISAVUCONAZONIUM SULFATE
6917,AUROVELA 24 FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6918,AUROVELA FE 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6919,AUROVELA 1/20,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6920,ARISTADA,ARIPIPRAZOLE LAUROXIL
6921,SYMJEPI,EPINEPHRINE
6922,NEXESTA FE,ETHINYL ESTRADIOL; NORETHINDRONE
6923,GENVOYA,COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
6924,TRIENTINE HYDROCHLORIDE,TRIENTINE HYDROCHLORIDE
6925,VERARING,ETHINYL ESTRADIOL; ETONOGESTREL
6926,AUROVELA FE 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6927,AUROVELA 1.5/30,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
6928,TESTOSTERONE UNDECANOATE,TESTOSTERONE UNDECANOATE
6929,ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE
6930,NAPROXEN SODIUM AND DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM
6931,REGADENOSON,REGADENOSON
6932,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE
6933,ENTRESTO,SACUBITRIL; VALSARTAN
6934,TROXYCA ER,NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE
6935,NILUTAMIDE,NILUTAMIDE
6936,ERTAPENEM SODIUM,ERTAPENEM SODIUM
6937,SMOFLIPID 20%,FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL
6938,CABAZITAXEL,CABAZITAXEL
6939,EUCRISA,CRISABOROLE
6940,AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE
6941,TUZISTRA XR,CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX
6942,ONIVYDE,IRINOTECAN HYDROCHLORIDE
6943,VYZULTA,LATANOPROSTENE BUNOD
6944,MELPHALAN,MELPHALAN
6945,CETYLEV,ACETYLCYSTEINE
6946,EPIDUO FORTE,ADAPALENE; BENZOYL PEROXIDE
6947,QVAR REDIHALER,BECLOMETHASONE DIPROPIONATE
6948,SEEBRI,GLYCOPYRROLATE
6949,OLUMIANT,BARICITINIB
6950,UTIBRON,GLYCOPYRROLATE; INDACATEROL MALEATE
6951,TECHNIVIE,OMBITASVIR; PARITAPREVIR; RITONAVIR
6952,BELBUCA,BUPRENORPHINE HYDROCHLORIDE
6953,FINGOLIMOD HYDROCHLORIDE,FINGOLIMOD HYDROCHLORIDE
6954,FINGOLIMOD,FINGOLIMOD
6955,INVEGA TRINZA,PALIPERIDONE PALMITATE
6956,INVEGA HAFYERA,PALIPERIDONE PALMITATE
6957,UPTRAVI,SELEXIPAG
6958,LURASIDONE HYDROCHLORIDE,LURASIDONE HYDROCHLORIDE
6959,LOGILIA,ULIPRISTAL ACETATE
6960,YONDELIS,TRABECTEDIN
6961,SPRITAM,LEVETIRACETAM
6962,QUILLICHEW ER,METHYLPHENIDATE HYDROCHLORIDE
6963,DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE
6964,ZTLIDO,LIDOCAINE
6965,READYPREP CHG,CHLORHEXIDINE GLUCONATE
6966,JADENU SPRINKLE,DEFERASIROX
6967,CABAZITAXEL INJECTION,CABAZITAXEL
6968,VANTRELA ER,HYDROCODONE BITARTRATE
6969,HER STYLE,LEVONORGESTREL
6970,LONSURF,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE
6971,OTIPRIO,CIPROFLOXACIN
6972,ABLYSINOL,ALCOHOL
6973,ZURAMPIC,LESINURAD
6974,RYDAPT,MIDOSTAURIN
6975,OCALIVA,OBETICHOLIC ACID
6976,RAYALDEE,CALCIFEDIOL
6977,JENTADUETO XR,LINAGLIPTIN; METFORMIN HYDROCHLORIDE
6978,KOVANAZE,OXYMETAZOLINE HYDROCHLORIDE; TETRACAINE HYDROCHLORIDE
6979,E-Z-HD,BARIUM SULFATE
6980,E-Z-PAQUE,BARIUM SULFATE
6981,E-Z-CAT DRY,BARIUM SULFATE
6982,VARIBAR THIN LIQUID,BARIUM SULFATE
6983,METHYLNALTREXONE BROMIDE,METHYLNALTREXONE BROMIDE
6984,CASSIPA,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
6985,NERLYNX,NERATINIB MALEATE
6986,AXUMIN,FLUCICLOVINE F-18
6987,DEXILANT SOLUTAB,DEXLANSOPRAZOLE
6988,TAGRISSO,OSIMERTINIB MESYLATE
6989,XIIDRA,LIFITEGRAST
6990,CEFTAROLINE FOSAMIL,CEFTAROLINE FOSAMIL
6991,FIRDAPSE,AMIFAMPRIDINE PHOSPHATE
6992,SERNIVO,BETAMETHASONE DIPROPIONATE
6993,AMELUZ,AMINOLEVULINIC ACID HYDROCHLORIDE
6994,AUSTEDO,DEUTETRABENAZINE
6995,CLINDAMYCIN PHOSPHATE IN 0.9% SODIUM CHLORIDE,CLINDAMYCIN PHOSPHATE
6996,XTRELUS,GUAIFENESIN; HYDROCODONE BITARTRATE
6997,TLANDO,TESTOSTERONE UNDECANOATE
6998,XTAMPZA ER,OXYCODONE
6999,ALBENDAZOLE,ALBENDAZOLE
7000,NORETHINDRONE ACETATE; ETHINYL ESTRADIOL; ETHINYL ESTRADIOL; FERROUS FUMARATE,NORETHINDRONE ACETATE;ETHINYL ESTRADIOL;ETHINYL ESTRADIOL;FERROUS FUMARATE
7001,DEFITELIO,DEFIBROTIDE SODIUM
7002,TETRACAINE HYDROCHLORIDE,TETRACAINE HYDROCHLORIDE
7003,READI-CAT 2,BARIUM SULFATE
7004,READI-CAT 2 SMOOTHIE,BARIUM SULFATE
7005,LIQUID E-Z-PAQUE,BARIUM SULFATE
7006,VARIBAR NECTAR,BARIUM SULFATE
7007,TAGITOL V,BARIUM SULFATE
7008,VARIBAR THIN HONEY,BARIUM SULFATE
7009,VARIBAR HONEY,BARIUM SULFATE
7010,ENTERO VU 24%,BARIUM SULFATE
7011,LUMIFY,BRIMONIDINE TARTRATE
7012,DYANAVEL XR,AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE
7013,ISOPTO ATROPINE,ATROPINE SULFATE
7014,MYXREDLIN,INSULIN HUMAN
7015,VISTOGARD,URIDINE TRIACETATE
7016,XURIDEN,URIDINE TRIACETATE
7017,MONOFERRIC,FERRIC DERISOMALTOSE
7018,ROFLUMILAST,ROFLUMILAST
7019,OZOBAX,BACLOFEN
7020,BENDEKA,BENDAMUSTINE HYDROCHLORIDE
7021,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE
7022,DESCOVY,EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE
7023,VIGABATRIN,VIGABATRIN
7024,LOTEMAX SM,LOTEPREDNOL ETABONATE
7025,ZEMBRACE SYMTOUCH,SUMATRIPTAN SUCCINATE
7026,KYLEENA,LEVONORGESTREL
7027,MYCAPSSA,OCTREOTIDE ACETATE
7028,DESFLURANE,DESFLURANE
7029,XELJANZ XR,TOFACITINIB CITRATE
7030,OTOVEL,CIPROFLOXACIN HYDROCHLORIDE; FLUOCINOLONE ACETONIDE
7031,AMBRISENTAN,AMBRISENTAN
7032,ACTICLATE CAP,DOXYCYCLINE HYCLATE
7033,RHOPRESSA,NETARSUDIL MESYLATE
7034,SYMFI LO,EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE
7035,TAZAROTENE,TAZAROTENE
7036,ROCKLATAN,LATANOPROST; NETARSUDIL DIMESYLATE
7037,ZEPATIER,ELBASVIR; GRAZOPREVIR
7038,TEPADINA,THIOTEPA
7039,ZENAVOD,DOXYCYCLINE
7040,SOLUPREP,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL
7041,AKOVAZ,EPHEDRINE SULFATE
7042,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE
7043,ALVIMOPAN,ALVIMOPAN
7044,PEMETREXED FOR INJECTION,PEMETREXED
7045,INFUGEM,GEMCITABINE HYDROCHLORIDE
7046,ICATIBANT ACETATE,ICATIBANT ACETATE
7047,PARSABIV,ETELCALCETIDE
7048,ABIRATERONE ACETATE,ABIRATERONE ACETATE
7049,MEMANTINE HYDROCHLORIDE AND DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE
7050,LINAGLIPTIN,LINAGLIPTIN
7051,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,LINAGLIPTIN; METFORMIN HYDROCHLORIDE
7052,EPCLUSA,SOFOSBUVIR; VELPATASVIR
7053,MIGLUSTAT,MIGLUSTAT
7054,ODEFSEY,EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE
7055,PHEXXI,CITRIC ACID; LACTIC ACID; POTASSIUM BITARTRATE
7056,DOLUTEGRAVIR SODIUM,DOLUTEGRAVIR SODIUM
7057,BIVALIRUDIN IN 0.9% SODIUM CHLORIDE,BIVALIRUDIN
7058,ZYPITAMAG,PITAVASTATIN MAGNESIUM
7059,BEVYXXA,BETRIXABAN
7060,TICAGRELOR,TICAGRELOR
7061,XATMEP,METHOTREXATE SODIUM
7062,QBRELIS,LISINOPRIL
7063,CALCIUM GLUCONATE,CALCIUM GLUCONATE
7064,CALCIUM GLUCONATE IN SODIUM CHLORIDE,CALCIUM GLUCONATE
7065,GONITRO,NITROGLYCERIN
7066,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,LINAGLIPTIN;METFORMIN HYDROCHLORIDE
7067,ALECENSA,ALECTINIB HYDROCHLORIDE
7068,LONHALA MAGNAIR KIT,GLYCOPYRROLATE
7069,ZEJULA,NIRAPARIB TOSYLATE
7070,EMTRICITABINE;RILPIVIRINE;TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE;RILPIVIRINE;TENOFOVIR DISOPROXIL FUMARATE
7071,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE
7072,NINLARO,IXAZOMIB CITRATE
7073,VEMLIDY,TENOFOVIR ALAFENAMIDE FUMARATE
7074,INTRAROSA,PRASTERONE
7075,ADLYXIN,LIXISENATIDE
7076,METFORMIN HYDROCHLORIDE AND SITAGLIPTIN PHOSPHATE,METFORMIN HYDROCHLORIDE;SITAGLIPTIN PHOSPHATE 
7077,NETSPOT,GALLIUM DOTATATE GA-68
7078,RIVAROXABAN,RIVAROXABAN
7079,RHOFADE,OXYMETAZOLINE HYDROCHLORIDE
7080,IMVEXXY,ESTRADIOL
7081,VENCLEXTA,VENETOCLAX
7082,ALTAFLUOR BENOX,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM
7083,XULTOPHY 100/3.6,INSULIN DEGLUDEC; LIRAGLUTIDE
7084,ENDARI,L-GLUTAMINE
7085,ARYMO ER,MORPHINE SULFATE
