,Condition,Recommendation,Rationale,ExStandardized
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),ESTRONE
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),CONJUGATED ESTROGENS
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),ESTRADIOL
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),DOXAZOSIN
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),PRAZOSIN
0,Urinary incontinence (women),Avoid in women (excludes intravaginal estrogen),Lack of efficacy (oral estrogen) and aggravation of incontinence (alpha-1 blockers),TERAZOSIN
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DISOPYRAMIDE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,MEPYRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,TRIPROLIDINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,AMITRIPTYLINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,AMOXAPINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CLOMIPRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DESIPRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DOXEPIN
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DARIFENACIN
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,IMIPRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,FESOTERODINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,NORTRIPTYLINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,FLAVOXATE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,PAROXETINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,OXYBUTYNIN
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,PROTRIPTYLINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,SOLIFENACIN
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,TRIMIPRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,TOLTERODINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,TROSPIUM
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,PROCHLORPERAZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,PROMETHAZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,BENZATROPINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,TRIHEXYPHENIDYL
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,BROMPHENIRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CARBINOXAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CHLORPROMAZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CHLORPHENIRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CLOZAPINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CLEMASTINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CYPROHEPTADINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,OLANZAPINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DEXBROMPHENIRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,CHLORPHENIRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,THIORIDAZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DIMENHYDRINATE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,TRIFLUOPERAZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DIPHENHYDRAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,DOXYLAMINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,HYDROXYZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,ATROPINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,MECLIZINE
0,Benign prostatic hyperplasia (BPH),Avoid in men unless antimuscarinics are being used for urinary incontinence,May decrease urinary flow and cause urinary retention,
